OBJECTID,GlobalID,headCount,GUID,Name,Count,CreationDate,Creator,EditDate,Editor
1,e90200bd-8356-4756-ad2d-9406a6289ac8,,7227039c-23e1-4ca4-ac4c-502f0929edbe,,10,3/16/2023 9:15:01 PM,fherrera11_ucmerced,3/16/2023 9:15:01 PM,fherrera11_ucmerced
2,620bcc97-7f62-4c10-9793-f0babf9b9ed4,,bad3bb01-8fe8-4000-bd00-9358fa12248d,,50,3/16/2023 9:16:37 PM,fherrera11_ucmerced,3/16/2023 9:16:37 PM,fherrera11_ucmerced
3,fd557fb5-5551-486e-b73e-227c9aae43b1,,9a586f47-7a82-450c-8cfd-dca7c20c097b,,100,3/16/2023 9:17:15 PM,fherrera11_ucmerced,3/16/2023 9:17:15 PM,fherrera11_ucmerced
4,5114f9b6-8638-4935-88ad-ef0b5b7f77bc,,7227039c-23e1-4ca4-ac4c-502f0929edbe,,100,3/16/2023 9:25:13 PM,fherrera11_ucmerced,3/16/2023 9:25:13 PM,fherrera11_ucmerced
5,cc015ee2-587f-4720-88e7-122ec8993dcc,,7227039c-23e1-4ca4-ac4c-502f0929edbe,,50,3/23/2023 4:56:23 PM,fherrera11_ucmerced,3/23/2023 4:56:23 PM,fherrera11_ucmerced
6,35b85367-28e7-47de-bb69-59409b8ba9e0,,03ab0ee7-1cee-422f-83a7-39f2b9d6edc6,,95,3/23/2023 5:22:16 PM,fherrera11_ucmerced,3/23/2023 5:22:16 PM,fherrera11_ucmerced
7,aaca79ac-f264-4508-8604-1651f63cf30d,,7227039c-23e1-4ca4-ac4c-502f0929edbe,,60,3/23/2023 5:22:56 PM,fherrera11_ucmerced,3/23/2023 5:22:56 PM,fherrera11_ucmerced
8,e6f069b0-f200-455b-b023-e97b49895258,,7227039c-23e1-4ca4-ac4c-502f0929edbe,,105,3/23/2023 5:24:21 PM,fherrera11_ucmerced,3/23/2023 5:24:21 PM,fherrera11_ucmerced
9,28279d1d-a35e-43eb-a702-66ec43a21d8e,,7227039c-23e1-4ca4-ac4c-502f0929edbe,,200,3/23/2023 6:29:15 PM,fherrera11_ucmerced,3/23/2023 6:29:15 PM,fherrera11_ucmerced
10,779b154a-dcde-43de-8523-601612d2e463,,7227039c-23e1-4ca4-ac4c-502f0929edbe,,50,3/23/2023 7:29:32 PM,fherrera11_ucmerced,3/23/2023 7:29:32 PM,fherrera11_ucmerced
11,3a9ffa45-c4df-46e1-8649-e9cb128b5870,,1267c7ee-8ae9-4325-b1c9-0a5827c9cbe9,,100,3/30/2023 7:14:09 PM,fherrera11_ucmerced,3/30/2023 7:14:09 PM,fherrera11_ucmerced
12,b4b7ee13-cf09-4c4c-9846-0373aed10faa,,5f9fa78e-df42-49bd-9e0b-eeffd51e107b,,40,3/30/2023 7:14:29 PM,fherrera11_ucmerced,3/30/2023 7:14:29 PM,fherrera11_ucmerced
13,e518e30f-64a6-4d3a-a6f5-48fff7655b6e,,abb0c4b6-2ba6-4bd5-b14e-e38ac2231d38,,5,3/30/2023 7:14:48 PM,fherrera11_ucmerced,3/30/2023 7:14:48 PM,fherrera11_ucmerced
14,78843afd-d1c6-4392-b82d-dc449ddb1328,,8b3afbf7-aded-4cc9-a5d3-b13b45e58f09,,4,3/30/2023 7:15:06 PM,fherrera11_ucmerced,3/30/2023 7:15:06 PM,fherrera11_ucmerced
15,12e58edf-2dba-48c2-8726-808d6ccfb3cd,,657f9095-253f-4b5b-9267-7c8cacb5236c,,4,3/30/2023 7:15:21 PM,fherrera11_ucmerced,3/30/2023 7:15:21 PM,fherrera11_ucmerced
16,01aaa985-2d71-4f6d-b1c4-d7f8c17c5489,,d393b22e-e47a-4934-b16b-0dbde07a06d0,,3,3/30/2023 7:15:32 PM,fherrera11_ucmerced,3/30/2023 7:15:32 PM,fherrera11_ucmerced
17,fc504e07-7863-4032-ae8e-05c59a029a0b,,f3612386-ae51-4f87-8d15-42d2cb28b96b,,2,3/30/2023 7:15:43 PM,fherrera11_ucmerced,3/30/2023 7:15:43 PM,fherrera11_ucmerced
18,339554e6-0613-46c7-a478-fc8f678ee90b,,7227039c-23e1-4ca4-ac4c-502f0929edbe,,50,3/30/2023 7:16:19 PM,fherrera11_ucmerced,3/30/2023 7:16:19 PM,fherrera11_ucmerced
19,27034f1a-c0a8-41d1-8d10-c268504d9b2e,,99d2131d-8f17-4115-86f1-60aab188dca4,,100,3/30/2023 7:16:44 PM,fherrera11_ucmerced,3/30/2023 7:16:44 PM,fherrera11_ucmerced
20,61dd780e-f812-4a70-9e46-d92a958be6f8,,e6dbc0c2-8014-42f6-9c71-ef2a11097985,,20,3/30/2023 7:33:50 PM,fherrera11_ucmerced,3/30/2023 7:33:50 PM,fherrera11_ucmerced
21,4a7daf73-9d1e-40b8-8721-b6bfe040dd30,,2cc912f0-a2f1-4215-af91-b05af816a0d9,,10,3/30/2023 7:34:07 PM,fherrera11_ucmerced,3/30/2023 7:34:07 PM,fherrera11_ucmerced
22,de85bed6-b603-479f-ab01-8c68857284d8,,ccfb6a24-f179-4da4-b89f-7c329fe0e8c9,,10,3/30/2023 7:34:26 PM,fherrera11_ucmerced,3/30/2023 7:34:26 PM,fherrera11_ucmerced
23,bebd60a8-20da-465d-bb1d-a16889849387,,3d4ade81-3b4f-4f4c-9a1c-35b6b40fb926,,15,3/30/2023 7:34:47 PM,fherrera11_ucmerced,3/30/2023 7:34:47 PM,fherrera11_ucmerced
24,5265928d-617f-46ba-bf8d-e0c2b91f0508,,382cbc54-e96a-4006-99dc-244065811d10,,5,3/30/2023 7:34:58 PM,fherrera11_ucmerced,3/30/2023 7:34:58 PM,fherrera11_ucmerced
25,9427b38d-293c-4839-8559-810ba743000e,,dec1dc36-21b2-426d-94b2-94eec4adacbe,,60,3/30/2023 7:35:27 PM,fherrera11_ucmerced,3/30/2023 7:35:27 PM,fherrera11_ucmerced
26,42a69641-8d7a-46bd-be27-f0488f8c492e,,3d4ade81-3b4f-4f4c-9a1c-35b6b40fb926,,30,3/30/2023 7:37:36 PM,fherrera11_ucmerced,3/30/2023 7:37:36 PM,fherrera11_ucmerced
27,8b151388-22a3-43fb-8bf2-e5c9095c97f4,,abb6b141-d674-4caa-9fe5-ac5cf426007e,,100,3/30/2023 7:37:48 PM,fherrera11_ucmerced,3/30/2023 7:37:48 PM,fherrera11_ucmerced
28,6f680e20-069e-4282-8f73-a17bf0dbd1dd,,b54b75f9-4e6a-4513-9256-1cd8b9378c49,,20,3/30/2023 7:38:06 PM,fherrera11_ucmerced,3/30/2023 7:38:06 PM,fherrera11_ucmerced
29,286c0bea-2938-4bde-859f-a0c2ccd62431,,24cc60f9-ba23-4d55-b393-a2122c059f0f,,20,3/30/2023 7:38:17 PM,fherrera11_ucmerced,3/30/2023 7:38:17 PM,fherrera11_ucmerced
30,a53ca8e7-6296-42ab-989e-20c8959f5126,,88b5ff58-9de2-4ad1-87df-06b4c7f1d60c,,15,3/30/2023 7:38:29 PM,fherrera11_ucmerced,3/30/2023 7:38:29 PM,fherrera11_ucmerced
31,ca65198f-0680-47e3-9a7e-c83a03952947,,24cc60f9-ba23-4d55-b393-a2122c059f0f,,12,3/30/2023 7:39:04 PM,fherrera11_ucmerced,3/30/2023 7:39:04 PM,fherrera11_ucmerced
32,da0609c4-3eaf-4d1c-895f-ed5096d173c2,,1267c7ee-8ae9-4325-b1c9-0a5827c9cbe9,,50,3/30/2023 7:39:31 PM,fherrera11_ucmerced,3/30/2023 7:39:31 PM,fherrera11_ucmerced
33,225143b1-9f07-463e-a79f-7c4abacb86b2,,c7fd9a01-d259-4a43-affe-0aee40d33433,,20,3/30/2023 7:39:46 PM,fherrera11_ucmerced,3/30/2023 7:39:46 PM,fherrera11_ucmerced
34,e5cb58d6-9058-444c-b199-48d5948b97fa,,bd87e74b-5091-4010-9ee1-f2da15a07855,,50,3/30/2023 11:02:48 PM,fherrera11_ucmerced,3/30/2023 11:02:48 PM,fherrera11_ucmerced
35,1a78dff1-44a4-4b00-8fb6-345caf81ba18,,bd87e74b-5091-4010-9ee1-f2da15a07855,,20,3/30/2023 11:23:03 PM,fherrera11_ucmerced,3/30/2023 11:23:03 PM,fherrera11_ucmerced
36,138ed8fb-3949-4ad1-9ce8-51f2fe156223,,2cc912f0-a2f1-4215-af91-b05af816a0d9,,10,3/30/2023 11:23:14 PM,fherrera11_ucmerced,3/30/2023 11:23:14 PM,fherrera11_ucmerced
37,828ca05c-4602-49cc-86fe-0d97622a4d19,,50de0f33-ce22-4246-9945-cfec135c8f15,,10,3/30/2023 11:23:27 PM,fherrera11_ucmerced,3/30/2023 11:23:27 PM,fherrera11_ucmerced
38,7c1c4e21-f506-4029-876d-335568ef2dad,,50de0f33-ce22-4246-9945-cfec135c8f15,,5,3/30/2023 11:23:53 PM,fherrera11_ucmerced,3/30/2023 11:23:53 PM,fherrera11_ucmerced
39,22bcc721-bf63-40e9-bc9f-958cb192bb1c,,ccfb6a24-f179-4da4-b89f-7c329fe0e8c9,,67,3/30/2023 11:24:05 PM,fherrera11_ucmerced,3/30/2023 11:24:05 PM,fherrera11_ucmerced
40,776cd1bc-e8cb-4300-8f0d-f11447d81297,,fee98b5b-3989-4547-a866-ed2125e98a9a,,4,3/30/2023 11:24:20 PM,fherrera11_ucmerced,3/30/2023 11:24:20 PM,fherrera11_ucmerced
41,773f99ce-1e11-4b92-ba58-7e8c4c44587c,,e6dbc0c2-8014-42f6-9c71-ef2a11097985,,7,3/30/2023 11:24:34 PM,fherrera11_ucmerced,3/30/2023 11:24:34 PM,fherrera11_ucmerced
42,ba0a82b2-dc71-4d09-beb6-9c50cdd80261,,99d2131d-8f17-4115-86f1-60aab188dca4,,20,3/30/2023 11:26:07 PM,fherrera11_ucmerced,3/30/2023 11:26:07 PM,fherrera11_ucmerced
43,51914251-0fbd-4854-91ec-ed578e88c03a,,bad3bb01-8fe8-4000-bd00-9358fa12248d,,20,3/30/2023 11:26:25 PM,fherrera11_ucmerced,3/30/2023 11:26:25 PM,fherrera11_ucmerced
44,3090a67c-3ae6-49fd-9aa6-35fc09326c8c,,3d4ade81-3b4f-4f4c-9a1c-35b6b40fb926,,10,3/30/2023 11:26:37 PM,fherrera11_ucmerced,3/30/2023 11:26:37 PM,fherrera11_ucmerced
45,c1df0a6a-2c9f-4276-9abe-2910a13a5632,,382cbc54-e96a-4006-99dc-244065811d10,,10,3/30/2023 11:27:10 PM,fherrera11_ucmerced,3/30/2023 11:27:10 PM,fherrera11_ucmerced
46,1e76f37f-8df2-41a9-a170-ae0fa550452f,,53037d0d-4fb6-4aeb-b833-aee7841654e1,,5,3/30/2023 11:29:47 PM,fherrera11_ucmerced,3/30/2023 11:29:47 PM,fherrera11_ucmerced
47,06899cd6-0ccb-486c-a214-1095ee84d624,,53037d0d-4fb6-4aeb-b833-aee7841654e1,,5,3/31/2023 12:45:56 AM,fherrera11_ucmerced,3/31/2023 12:45:56 AM,fherrera11_ucmerced
48,b8e0f32b-f2b7-4d5c-a628-e7f8b81d91be,,53037d0d-4fb6-4aeb-b833-aee7841654e1,,4,3/31/2023 12:46:06 AM,fherrera11_ucmerced,3/31/2023 12:46:06 AM,fherrera11_ucmerced
49,f88efde7-b6ac-44f0-bd04-5abf5c4fdce0,,53037d0d-4fb6-4aeb-b833-aee7841654e1,,5,3/31/2023 12:46:25 AM,fherrera11_ucmerced,3/31/2023 12:46:25 AM,fherrera11_ucmerced
50,078b1159-33a2-4509-a3be-115b202ab5af,,53037d0d-4fb6-4aeb-b833-aee7841654e1,,3,3/31/2023 12:46:35 AM,fherrera11_ucmerced,3/31/2023 12:46:35 AM,fherrera11_ucmerced
51,42678c30-6abd-444a-81c5-1a78e7371a43,,b54b75f9-4e6a-4513-9256-1cd8b9378c49,,12,3/31/2023 12:47:23 AM,fherrera11_ucmerced,3/31/2023 12:47:23 AM,fherrera11_ucmerced
52,6205c644-93fc-4f86-ab44-64553a7b8018,,b54b75f9-4e6a-4513-9256-1cd8b9378c49,,11,3/31/2023 12:47:32 AM,fherrera11_ucmerced,3/31/2023 12:47:32 AM,fherrera11_ucmerced
53,57882814-9fb6-433f-b31e-636e7d45e3e6,,b54b75f9-4e6a-4513-9256-1cd8b9378c49,,13,3/31/2023 12:47:41 AM,fherrera11_ucmerced,3/31/2023 12:47:41 AM,fherrera11_ucmerced
54,8f9e2a10-a37d-4406-a509-053916e2ef36,,b54b75f9-4e6a-4513-9256-1cd8b9378c49,,18,3/31/2023 12:47:50 AM,fherrera11_ucmerced,3/31/2023 12:47:50 AM,fherrera11_ucmerced
55,1f099967-d9a5-45c0-ab6a-ae0418fb0b0e,,24cc60f9-ba23-4d55-b393-a2122c059f0f,,11,3/31/2023 12:48:01 AM,fherrera11_ucmerced,3/31/2023 12:48:01 AM,fherrera11_ucmerced
56,bcb8ede8-42ea-4f72-b664-8f05ce2e9900,,24cc60f9-ba23-4d55-b393-a2122c059f0f,,17,3/31/2023 12:48:27 AM,fherrera11_ucmerced,3/31/2023 12:48:27 AM,fherrera11_ucmerced
57,21ebea4e-f1ae-44db-b9b8-8482066405e2,,24cc60f9-ba23-4d55-b393-a2122c059f0f,,18,3/31/2023 12:48:38 AM,fherrera11_ucmerced,3/31/2023 12:48:38 AM,fherrera11_ucmerced
58,65764aa8-7c07-47b9-8c06-e0417df39430,,88b5ff58-9de2-4ad1-87df-06b4c7f1d60c,,16,3/31/2023 12:48:56 AM,fherrera11_ucmerced,3/31/2023 12:48:56 AM,fherrera11_ucmerced
59,b621dcc1-4ee9-496c-ab6a-2b64f00ba710,,88b5ff58-9de2-4ad1-87df-06b4c7f1d60c,,20,3/31/2023 12:51:38 AM,fherrera11_ucmerced,3/31/2023 12:51:38 AM,fherrera11_ucmerced
60,56b441bd-1891-4e50-a51d-1cde7ab63795,,88b5ff58-9de2-4ad1-87df-06b4c7f1d60c,,20,3/31/2023 12:51:47 AM,fherrera11_ucmerced,3/31/2023 12:51:47 AM,fherrera11_ucmerced
61,05b1a841-ba81-4b8a-ad8d-92cab121212a,,88b5ff58-9de2-4ad1-87df-06b4c7f1d60c,,19,3/31/2023 12:51:57 AM,fherrera11_ucmerced,3/31/2023 12:51:57 AM,fherrera11_ucmerced
62,7ba5c547-d855-474b-8147-bb4320aab48e,,1267c7ee-8ae9-4325-b1c9-0a5827c9cbe9,,51,3/31/2023 12:52:14 AM,fherrera11_ucmerced,3/31/2023 12:52:14 AM,fherrera11_ucmerced
63,6c768549-62a2-41cc-8e16-78f4be79e2af,,1267c7ee-8ae9-4325-b1c9-0a5827c9cbe9,,48,3/31/2023 12:52:25 AM,fherrera11_ucmerced,3/31/2023 12:52:25 AM,fherrera11_ucmerced
64,7ae0d5b1-3df9-4ca9-a1fc-ef489f37efa4,,1267c7ee-8ae9-4325-b1c9-0a5827c9cbe9,,47,3/31/2023 12:52:35 AM,fherrera11_ucmerced,3/31/2023 12:52:35 AM,fherrera11_ucmerced
65,499690da-9496-4e15-a496-c3ba4538d519,,c7fd9a01-d259-4a43-affe-0aee40d33433,,23,3/31/2023 12:52:54 AM,fherrera11_ucmerced,3/31/2023 12:52:54 AM,fherrera11_ucmerced
66,9eba1365-d746-4e51-a23b-6deb14419fcf,,c7fd9a01-d259-4a43-affe-0aee40d33433,,15,3/31/2023 12:53:17 AM,fherrera11_ucmerced,3/31/2023 12:53:17 AM,fherrera11_ucmerced
67,a9fb1ddc-4d97-4e08-bf99-9b5805c0fd16,,c7fd9a01-d259-4a43-affe-0aee40d33433,,14,3/31/2023 12:53:26 AM,fherrera11_ucmerced,3/31/2023 12:53:26 AM,fherrera11_ucmerced
68,cfa63e22-adb6-4bea-8735-b5d0f58ca87c,,c7fd9a01-d259-4a43-affe-0aee40d33433,,12,3/31/2023 12:53:35 AM,fherrera11_ucmerced,3/31/2023 12:53:35 AM,fherrera11_ucmerced
69,4e94b656-ff4a-4226-a258-f81f3e8e7afb,,5f9fa78e-df42-49bd-9e0b-eeffd51e107b,,2,3/31/2023 12:54:01 AM,fherrera11_ucmerced,3/31/2023 12:54:01 AM,fherrera11_ucmerced
70,a33aa28c-5bda-418d-9b0b-e0ff5afd9958,,5f9fa78e-df42-49bd-9e0b-eeffd51e107b,,1,3/31/2023 12:54:11 AM,fherrera11_ucmerced,3/31/2023 12:54:11 AM,fherrera11_ucmerced
